country,continent,population,day,time,Cases,Recovered,Deaths,Tests,recovery_rate,Z-population,Z-Cases,Z-Recovered,Z-Deaths,Z-Tests,cases_per_population,tests_per_population,Mortality Rate
Saint-Helena,Africa,6115.0,2024-06-30,2024-06-30T16:15:16+00:00,2166,2.0,2164.0,32988287.854460094,0.0009233610341643582,-0.163,-0.173,-0.174,-0.17,-0.0,0.35421095666394115,5394.650507679492,0.9990766389658357
Falkland-Islands,South-America,3539.0,2024-06-30,2024-06-30T16:15:16+00:00,1930,1930.0,0.0,8632.0,1.0,-0.163,-0.173,-0.174,-0.174,-0.29,0.545351794292173,2.4391070923989826,0.0
Montserrat,North-America,4965.0,2024-06-30,2024-06-30T16:15:16+00:00,1403,1376.0,8.0,17762.0,0.9807555238774056,-0.163,-0.173,-0.174,-0.174,-0.29,0.2825780463242699,3.5774420946626386,0.005702066999287242
Vatican-City,Europe,799.0,2024-06-30,2024-06-30T16:15:16+00:00,29,29.0,0.0,32988287.854460094,1.0,-0.163,-0.173,-0.174,-0.174,-0.0,0.03629536921151439,41286.96852873604,0.0
Western-Sahara,Africa,626161.0,2024-06-30,2024-06-30T16:15:16+00:00,10,9.0,1.0,32988287.854460094,0.9,-0.162,-0.173,-0.174,-0.174,-0.0,1.5970333508474656e-05,52.68339589092916,0.1
China,Asia,1448471400.0,2024-06-30,2024-06-30T16:15:16+00:00,503302,379053.0,5272.0,160000000.0,0.7531323141970427,2.16,-0.163,-0.166,-0.164,1.116,0.00034747113405207724,0.11046127662582775,0.01047482426058311
Saint-Pierre-Miquelon,North-America,5759.0,2024-06-30,2024-06-30T16:15:16+00:00,3452,2449.0,2.0,25400.0,0.7094438006952491,-0.163,-0.172,-0.174,-0.174,-0.29,0.5994096197256468,4.410487931932627,0.0005793742757821553
Tuvalu,Oceania,12066.0,2024-06-30,2024-06-30T16:15:16+00:00,2943,2942.0,1.0,32988287.854460094,0.9996602106693849,-0.163,-0.172,-0.174,-0.174,-0.0,0.24390850323222277,2733.9870590469163,0.0003397893306150187
Niue,Oceania,1622.0,2024-06-30,2024-06-30T16:15:16+00:00,1059,1056.0,3.0,32988287.854460094,0.9971671388101983,-0.163,-0.173,-0.174,-0.174,-0.0,0.6528976572133169,20338.03196945752,0.0028328611898017
Nicaragua,North-America,6779100.0,2024-06-30,2024-06-30T16:15:15+00:00,18491,4225.0,225.0,32988287.854460094,0.22848953544967823,-0.152,-0.172,-0.174,-0.174,-0.0,0.0027276482128896166,4.866175134525246,0.012168081769509492
Tajikistan,Asia,9957464.0,2024-06-30,2024-06-30T16:15:15+00:00,17786,17264.0,125.0,32988287.854460094,0.9706510738783313,-0.147,-0.172,-0.173,-0.174,-0.0,0.0017861977708380366,3.312920624614871,0.0070279995502080285
Djibouti,Africa,1016097.0,2024-06-30,2024-06-30T16:15:15+00:00,15690,15427.0,189.0,305941.0,0.9832377310388782,-0.161,-0.172,-0.173,-0.174,-0.287,0.015441439153939043,0.30109428528969184,0.012045889101338431
Greenland,North-America,56973.0,2024-06-30,2024-06-30T16:15:15+00:00,11971,2761.0,21.0,164926.0,0.23064071506139838,-0.163,-0.172,-0.174,-0.174,-0.288,0.21011707299949098,2.894809822196479,0.001754239411912121
Eritrea,Africa,3662244.0,2024-06-30,2024-06-30T16:15:15+00:00,10189,10086.0,103.0,23693.0,0.9898910589851802,-0.157,-0.172,-0.174,-0.174,-0.29,0.0027821739894993342,0.006469530703033441,0.010108941014819904
Niger,Africa,26083660.0,2024-06-30,2024-06-30T16:15:15+00:00,9931,8890.0,312.0,254538.0,0.8951767193636089,-0.121,-0.172,-0.174,-0.174,-0.287,0.0003807364457288586,0.009758523152042313,0.03141677575269359
Equatorial-Guinea,Africa,1496662.0,2024-06-30,2024-06-30T16:15:15+00:00,17229,16907.0,183.0,365697.0,0.981310580997156,-0.16,-0.172,-0.173,-0.174,-0.287,0.01151161718544334,0.24434174182280302,0.01062162632770329
Liberia,Africa,5305117.0,2024-06-30,2024-06-30T16:15:15+00:00,8090,7783.0,295.0,139824.0,0.9620519159456119,-0.154,-0.172,-0.174,-0.174,-0.288,0.0015249428052199413,0.02635644039518827,0.03646477132262052
Nauru,Oceania,10903.0,2024-06-30,2024-06-30T16:15:15+00:00,5393,5347.0,1.0,20509.0,0.9914704246245133,-0.163,-0.172,-0.174,-0.174,-0.29,0.4946345042648812,1.881041915069247,0.00018542555164101615
Caribbean-Netherlands,North-America,26647.0,2024-06-30,2024-06-30T16:15:15+00:00,11682,10476.0,38.0,30126.0,0.8967642526964561,-0.163,-0.172,-0.174,-0.174,-0.289,0.43839831876008556,1.1305587871054903,0.0032528676596473207
Bermuda,North-America,61939.0,2024-06-30,2024-06-30T16:15:15+00:00,18860,18685.0,165.0,1029558.0,0.9907211028632026,-0.163,-0.172,-0.173,-0.174,-0.281,0.3044931303379131,16.62212822292901,0.008748674443266172
Gambia,Africa,2558482.0,2024-06-30,2024-06-30T16:15:15+00:00,12626,12189.0,372.0,155686.0,0.9653888800887058,-0.159,-0.172,-0.173,-0.174,-0.288,0.004934957525595255,0.06085092644779209,0.02946301283066688
Grenada,North-America,113475.0,2024-06-30,2024-06-30T16:15:15+00:00,19693,19358.0,238.0,182981.0,0.9829888792972122,-0.163,-0.172,-0.173,-0.174,-0.288,0.1735448336638026,1.6125225820665345,0.012085512618697
Comoros,Africa,907419.0,2024-06-30,2024-06-30T16:15:15+00:00,9109,8939.0,161.0,32988287.854460094,0.9813371390932045,-0.161,-0.172,-0.174,-0.174,-0.0,0.010038361550727943,36.35397523576219,0.017674827094082777
Guinea-Bissau,Africa,2063367.0,2024-06-30,2024-06-30T16:15:15+00:00,9614,8929.0,177.0,145231.0,0.9287497399625546,-0.16,-0.172,-0.174,-0.174,-0.288,0.004659374701640571,0.07038544282233844,0.01841065113376326
Chad,Africa,17413580.0,2024-06-30,2024-06-30T16:15:15+00:00,7701,4874.0,194.0,191341.0,0.6329048175561616,-0.135,-0.172,-0.174,-0.174,-0.288,0.00044224105554400647,0.010988033477320573,0.025191533567069213
Vanuatu,Oceania,321832.0,2024-06-30,2024-06-30T16:15:15+00:00,12019,11976.0,14.0,24976.0,0.9964223313087611,-0.162,-0.172,-0.173,-0.174,-0.29,0.037345571602575255,0.07760570732556116,0.0011648223645894002
Sint-Maarten,North-America,43966.0,2024-06-30,2024-06-30T16:15:15+00:00,11051,10905.0,92.0,62056.0,0.9867885259252557,-0.163,-0.172,-0.174,-0.174,-0.289,0.2513533184733658,1.4114543055997817,0.008325038458058095
Wallis-and-Futuna,Oceania,10982.0,2024-06-30,2024-06-30T16:15:15+00:00,3550,438.0,8.0,20508.0,0.12338028169014084,-0.163,-0.172,-0.174,-0.174,-0.29,0.32325623747951193,1.8674194135858677,0.0022535211267605635
St-Barth,North-America,9945.0,2024-06-30,2024-06-30T16:15:15+00:00,5507,5501.0,6.0,78646.0,0.9989104775739968,-0.163,-0.172,-0.174,-0.174,-0.289,0.5537456008044244,7.908094519859226,0.0010895224260032686
Saint-Kitts-and-Nevis,North-America,53871.0,2024-06-30,2024-06-30T16:15:15+00:00,6607,6559.0,48.0,126958.0,0.9927349780535796,-0.163,-0.172,-0.174,-0.174,-0.289,0.12264483673961872,2.35670397802157,0.007265021946420463
Timor-Leste,Asia,1369429.0,2024-06-30,2024-06-30T16:15:15+00:00,23460,23102.0,138.0,278529.0,0.9847399829497017,-0.161,-0.172,-0.173,-0.174,-0.287,0.01713122768686803,0.20339061024704458,0.0058823529411764705
Kiribati,Oceania,123419.0,2024-06-30,2024-06-30T16:15:15+00:00,5085,2703.0,24.0,32988287.854460094,0.5315634218289086,-0.163,-0.172,-0.174,-0.174,-0.0,0.04120111166027921,267.2869481559573,0.00471976401179941
Burkina-Faso,Africa,22102838.0,2024-06-30,2024-06-30T16:15:15+00:00,22114,21596.0,400.0,248995.0,0.9765759247535498,-0.127,-0.172,-0.173,-0.174,-0.288,0.0010005050030226887,0.011265295434007162,0.01808808899339785
Liechtenstein,Europe,38387.0,2024-06-30,2024-06-30T16:15:15+00:00,21574,21480.0,94.0,112457.0,0.9956429034949477,-0.163,-0.172,-0.173,-0.174,-0.289,0.5620131815458358,2.929559486284419,0.004357096505052378
Gibraltar,Europe,33704.0,2024-06-30,2024-06-30T16:15:15+00:00,20550,20437.0,113.0,534283.0,0.9945012165450121,-0.163,-0.172,-0.173,-0.174,-0.285,0.6097199145502018,15.852213387135059,0.005498783454987835
South-Sudan,Africa,11618511.0,2024-06-30,2024-06-30T16:15:15+00:00,18819,18115.0,147.0,410280.0,0.9625909984590042,-0.144,-0.172,-0.173,-0.174,-0.286,0.0016197428396805753,0.0353126144993967,0.007811254583134066
Monaco,Europe,39783.0,2024-06-30,2024-06-30T16:15:15+00:00,17181,17114.0,67.0,78646.0,0.9961003434025959,-0.163,-0.172,-0.173,-0.174,-0.289,0.431867883266722,1.9768745444033884,0.0038996565974041093
Samoa,Oceania,202239.0,2024-06-30,2024-06-30T16:15:15+00:00,17006,1605.0,31.0,187397.0,0.0943784546630601,-0.163,-0.172,-0.174,-0.174,-0.288,0.0840886278116486,0.9266115833246802,0.0018228860402210985
Tonga,Oceania,107749.0,2024-06-30,2024-06-30T16:15:15+00:00,16950,15638.0,13.0,535009.0,0.9225958702064897,-0.163,-0.172,-0.173,-0.174,-0.285,0.15731004464078552,4.965326824378881,0.0007669616519174041
Marshall-Islands,Oceania,60057.0,2024-06-30,2024-06-30T16:15:15+00:00,16138,16121.0,17.0,32988287.854460094,0.9989465856983517,-0.163,-0.172,-0.173,-0.174,-0.0,0.26871139084536355,549.2829787445276,0.0010534143016482835
Dominica,North-America,72344.0,2024-06-30,2024-06-30T16:15:15+00:00,16038,15964.0,74.0,229344.0,0.9953859583489213,-0.163,-0.172,-0.173,-0.174,-0.288,0.22169081057171292,3.170186884883335,0.0046140416510786885
CAR,Africa,5016678.0,2024-06-30,2024-06-30T16:15:15+00:00,15440,15200.0,113.0,81294.0,0.9844559585492227,-0.155,-0.172,-0.173,-0.174,-0.289,0.0030777339107672446,0.016204747444424378,0.007318652849740932
Saint-Martin,North-America,39730.0,2024-06-30,2024-06-30T16:15:15+00:00,12324,12261.0,63.0,112382.0,0.994888023369036,-0.163,-0.172,-0.173,-0.174,-0.289,0.31019380820538633,2.8286433425622954,0.005111976630963973
Yemen,Asia,31154867.0,2024-06-30,2024-06-30T16:15:15+00:00,11945,9124.0,2159.0,329592.0,0.7638342402678945,-0.113,-0.172,-0.174,-0.17,-0.287,0.0003834071896374971,0.010579149639765755,0.18074508162411052
St-Vincent-Grenadines,North-America,111551.0,2024-06-30,2024-06-30T16:15:15+00:00,9674,9493.0,124.0,114197.0,0.981290055819723,-0.163,-0.172,-0.174,-0.174,-0.289,0.0867226649693862,1.0237200921551577,0.012817862311350011
Antigua-and-Barbuda,North-America,99509.0,2024-06-30,2024-06-30T16:15:15+00:00,9106,8954.0,146.0,18901.0,0.9833077092027235,-0.163,-0.172,-0.174,-0.174,-0.29,0.09150931071561366,0.18994261825563516,0.01603338458159455
Sierra-Leone,Africa,8306436.0,2024-06-30,2024-06-30T16:15:15+00:00,7779,7653.0,126.0,259958.0,0.9838025453143078,-0.15,-0.172,-0.174,-0.174,-0.287,0.0009365027311352306,0.03129597338738299,0.01619745468569225
British-Virgin-Islands,North-America,30596.0,2024-06-30,2024-06-30T16:15:15+00:00,7392,7328.0,64.0,107339.0,0.9913419913419913,-0.163,-0.172,-0.174,-0.174,-0.289,0.24160020917767028,3.5082690547784026,0.008658008658008658
Cook-Islands,Oceania,17571.0,2024-06-30,2024-06-30T16:15:15+00:00,7203,7150.0,2.0,19690.0,0.9926419547410801,-0.163,-0.172,-0.174,-0.174,-0.29,0.40993682772750556,1.1205964373114792,0.00027766208524226016
Sao-Tome-and-Principe,Africa,227679.0,2024-06-30,2024-06-30T16:15:15+00:00,6778,6685.0,80.0,29600.0,0.9862791383889052,-0.163,-0.172,-0.174,-0.174,-0.289,0.02976998317807088,0.13000759841706966,0.011802891708468575
Turks-and-Caicos,North-America,39741.0,2024-06-30,2024-06-30T16:15:15+00:00,6752,6709.0,40.0,616788.0,0.9936315165876777,-0.163,-0.172,-0.174,-0.174,-0.284,0.16990010316801288,15.520193251302182,0.005924170616113744
Palau,Oceania,18233.0,2024-06-30,2024-06-30T16:15:15+00:00,6290,6276.0,10.0,71434.0,0.9977742448330683,-0.163,-0.172,-0.174,-0.174,-0.289,0.34497888444030056,3.9178412768057918,0.001589825119236884
Anguilla,North-America,15230.0,2024-06-30,2024-06-30T16:15:15+00:00,3904,3892.0,12.0,51382.0,0.9969262295081968,-0.163,-0.172,-0.174,-0.174,-0.289,0.2563361785948785,3.373736047275115,0.0030737704918032786
Cura&ccedil;ao,North-America,165529.0,2024-06-30,2024-06-30T16:15:14+00:00,45986,44720.0,295.0,496693.0,0.972469882138042,-0.163,-0.172,-0.173,-0.174,-0.285,0.2778123470811761,3.000640371173631,0.006414995868307746
Isle-of-Man,Europe,85732.0,2024-06-30,2024-06-30T16:15:14+00:00,38008,37892.0,116.0,150753.0,0.9969480109450642,-0.163,-0.172,-0.173,-0.174,-0.288,0.44333504409088786,1.7584215928708067,0.003051989054935803
Cayman-Islands,North-America,67277.0,2024-06-30,2024-06-30T16:15:14+00:00,31472,8553.0,37.0,222773.0,0.2717653787493645,-0.163,-0.172,-0.174,-0.174,-0.288,0.4677973155759026,3.311280229498937,0.001175648195221149
Congo,Africa,5797805.0,2024-06-30,2024-06-30T16:15:14+00:00,25375,24006.0,386.0,347815.0,0.9460492610837439,-0.154,-0.172,-0.173,-0.174,-0.287,0.004376656338045174,0.05999080686570176,0.015211822660098523
Somalia,Africa,16841795.0,2024-06-30,2024-06-30T16:15:14+00:00,27334,13182.0,1361.0,400466.0,0.48225653032852855,-0.136,-0.172,-0.173,-0.172,-0.286,0.0016229861484479535,0.023778106787310974,0.04979146850076827
Mayotte,Africa,286259.0,2024-06-30,2024-06-30T16:15:14+00:00,42027,41839.0,188.0,176919.0,0.9955266852261642,-0.162,-0.172,-0.173,-0.174,-0.288,0.14681459796897214,0.6180382101523445,0.004473314773835868
Bahamas,North-America,400516.0,2024-06-30,2024-06-30T16:15:14+00:00,38084,36366.0,844.0,257839.0,0.954889192311732,-0.162,-0.172,-0.173,-0.173,-0.287,0.09508733733483805,0.6437670405177321,0.022161537653607816
Aruba,North-America,107609.0,2024-06-30,2024-06-30T16:15:14+00:00,44224,42438.0,292.0,177885.0,0.9596146888567294,-0.163,-0.172,-0.173,-0.174,-0.288,0.4109693427129701,1.653068051928742,0.0066027496382054995
Madagascar,Africa,29178077.0,2024-06-30,2024-06-30T16:15:14+00:00,68486,66862.0,1426.0,531329.0,0.9762871243757848,-0.116,-0.171,-0.172,-0.172,-0.285,0.0023471731875956046,0.018209870376310267,0.02082177379318401
Cabo-Verde,Africa,567678.0,2024-06-30,2024-06-30T16:15:14+00:00,64477,63755.0,417.0,401622.0,0.9888022085394792,-0.162,-0.171,-0.172,-0.174,-0.286,0.11358023386497275,0.7074820584909051,0.006467422491741241
Sudan,Africa,45992020.0,2024-06-30,2024-06-30T16:15:14+00:00,63993,58947.0,5046.0,562941.0,0.9211476255215414,-0.089,-0.171,-0.173,-0.165,-0.285,0.00139139355044636,0.012239971195002959,0.07885237447845858
Mauritania,Africa,4901981.0,2024-06-30,2024-06-30T16:15:14+00:00,63848,62471.0,997.0,1009957.0,0.9784331537401328,-0.155,-0.171,-0.172,-0.172,-0.281,0.013024938285154513,0.20603037833071977,0.01561521112642526
Bhutan,Asia,787941.0,2024-06-30,2024-06-30T16:15:14+00:00,62697,61564.0,21.0,2303734.0,0.9819289599183374,-0.162,-0.171,-0.173,-0.174,-0.269,0.07957067851526954,2.923739213976681,0.00033494425570601463
Syria,Asia,19364809.0,2024-06-30,2024-06-30T16:15:14+00:00,57743,54578.0,3165.0,146269.0,0.9451881613355732,-0.132,-0.171,-0.173,-0.168,-0.288,0.0029818522867950826,0.007553340701682108,0.054811838664426855
Burundi,Africa,12624840.0,2024-06-30,2024-06-30T16:15:14+00:00,54721,53569.0,38.0,345742.0,0.978947753147786,-0.143,-0.171,-0.173,-0.174,-0.287,0.004334391564566363,0.027385852018718654,0.0006944317538056687
Seychelles,Africa,99426.0,2024-06-30,2024-06-30T16:15:14+00:00,51220,51048.0,172.0,32988287.854460094,0.9966419367434596,-0.163,-0.172,-0.173,-0.174,-0.0,0.5151570011868123,331.78733786393997,0.003358063256540414
Gabon,Africa,2331533.0,2024-06-30,2024-06-30T16:15:14+00:00,49051,48674.0,307.0,1621909.0,0.992314122036248,-0.159,-0.172,-0.173,-0.174,-0.275,0.021038089531651493,0.6956405935493943,0.006258791869686653
Andorra,Europe,77463.0,2024-06-30,2024-06-30T16:15:14+00:00,48015,47850.0,165.0,249838.0,0.9965635738831615,-0.163,-0.172,-0.173,-0.174,-0.288,0.6198443127686767,3.225255928636898,0.003436426116838488
Papua-New-Guinea,Oceania,9292169.0,2024-06-30,2024-06-30T16:15:14+00:00,46864,46168.0,670.0,249149.0,0.9851485148514851,-0.148,-0.172,-0.173,-0.173,-0.288,0.005043386533327149,0.026812792578352805,0.014296688289518607
Tanzania,Africa,63298550.0,2024-06-30,2024-06-30T16:15:14+00:00,43223,42377.0,846.0,32988287.854460094,0.9804270874303033,-0.061,-0.172,-0.173,-0.173,-0.0,0.0006828434458609242,0.5211539261872522,0.01957291256969669
Mauritius,Africa,1274727.0,2024-06-30,2024-06-30T16:15:14+00:00,43025,41278.0,1051.0,358675.0,0.9593957001743173,-0.161,-0.172,-0.173,-0.172,-0.287,0.033752325007629085,0.2813739726231577,0.02442765833817548
Togo,Africa,8680837.0,2024-06-30,2024-06-30T16:15:14+00:00,39572,39281.0,290.0,815204.0,0.9926463155766704,-0.149,-0.172,-0.173,-0.174,-0.283,0.0045585466009786845,0.09390845606247417,0.007328414030122308
Guinea,Africa,13865691.0,2024-06-30,2024-06-30T16:15:14+00:00,38572,37757.0,468.0,660107.0,0.978870683397283,-0.141,-0.172,-0.173,-0.174,-0.284,0.0027818303465727023,0.04760721986376301,0.012133153582909883
Lesotho,Africa,2175699.0,2024-06-30,2024-06-30T16:15:14+00:00,36138,25980.0,723.0,431221.0,0.7189108417732027,-0.159,-0.172,-0.173,-0.173,-0.286,0.01660983435668261,0.19819883173177907,0.020006641208699983
Haiti,North-America,11680283.0,2024-06-30,2024-06-30T16:15:14+00:00,34667,33734.0,860.0,132422.0,0.9730867972423342,-0.144,-0.172,-0.173,-0.173,-0.289,0.002967993155645287,0.011337225305243032,0.024807453774482936
